APT,VFR,IFR,WMAX,START,END,MAXLENGTH,NUM_SITTING,NUM_AIR,DISC,CASE,AIRCOST,LOOKAHEAD,NUM_TIME_PERIODS,EARLY_CHANGE,LATE_CHANGE,PROB_ALT,DIVERT_FACTOR,SOLVETIME,OBJECTIVE
DFW,159,85,0,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,63,90,15,5,3.0,0,20,8,8,false,1000.0,0.004217572,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,63,90,15,6,3.0,2,20,8,8,false,1000.0,1.54975E-4,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,70,90,15,1,3.0,0,24,8,12,false,1000.0,3.151709103,0.0
DFW,159,85,-1,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,70,90,15,2,3.0,0,24,8,12,false,1000.0,3.166414886,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,70,90,15,3,2.0,0,24,8,12,false,1000.0,2.215967283,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,70,90,15,4,3.0,0,24,8,12,true,1000.0,3.42683152,0.0
DFW,159,85,0,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,70,90,15,5,3.0,0,24,8,12,false,1000.0,1.907454648,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,70,90,15,6,3.0,2,24,8,12,false,1000.0,1.779106296,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,84,90,15,1,3.0,0,28,8,16,false,1000.0,5.247836607,0.0
DFW,159,85,-1,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,84,90,15,2,3.0,0,28,8,16,false,1000.0,5.117721048,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,84,90,15,3,2.0,0,28,8,16,false,1000.0,5.063654983,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,84,90,15,4,3.0,0,28,8,16,true,1000.0,9.829386545,0.0
DFW,159,85,0,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,84,90,15,5,3.0,0,28,8,16,false,1000.0,5.222860036,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,84,90,15,6,3.0,2,28,8,16,false,1000.0,8.131045949,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T01:00-05:00,5,87,90,15,1,3.0,0,32,8,20,false,1000.0,13.169522891,0.0
DFW,159,85,-1,2017-07-15T17:00-05:00,2017-07-16T01:00-05:00,5,87,90,15,2,3.0,0,32,8,20,false,1000.0,12.821517924,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T01:00-05:00,5,87,90,15,3,2.0,0,32,8,20,false,1000.0,12.820628732,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T01:00-05:00,5,87,90,15,4,3.0,0,32,8,20,true,1000.0,13.146669285,0.0
DFW,159,85,0,2017-07-15T17:00-05:00,2017-07-16T01:00-05:00,5,87,90,15,5,3.0,0,32,8,20,false,1000.0,12.20412894,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T01:00-05:00,5,87,90,15,6,3.0,2,32,8,20,false,1000.0,11.989194882,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T02:00-05:00,6,89,90,15,1,3.0,0,36,8,24,false,1000.0,29.674570272,0.0
DFW,159,85,-1,2017-07-15T17:00-05:00,2017-07-16T02:00-05:00,6,89,90,15,2,3.0,0,36,8,24,false,1000.0,30.485403585,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T02:00-05:00,6,89,90,15,3,2.0,0,36,8,24,false,1000.0,30.46129126,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T02:00-05:00,6,89,90,15,4,3.0,0,36,8,24,true,1000.0,29.156618541,0.0
DFW,159,85,0,2017-07-15T17:00-05:00,2017-07-16T02:00-05:00,6,89,90,15,5,3.0,0,36,8,24,false,1000.0,28.483546931,0.0
DFW,159,85,74,2017-07-15T17:00-05:00,2017-07-16T02:00-05:00,6,89,90,15,6,3.0,2,36,8,24,false,1000.0,29.536165046,0.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T12:00-05:00,2,126,90,15,1,3.0,0,20,8,8,false,1000.0,2.57089E-4,0.0
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T12:00-05:00,2,126,90,15,2,3.0,0,20,8,8,false,1000.0,8.9228E-5,0.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T12:00-05:00,2,126,90,15,3,2.0,0,20,8,8,false,1000.0,8.502E-5,0.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T12:00-05:00,2,126,90,15,4,3.0,0,20,8,8,true,1000.0,1.37306E-4,0.0
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T12:00-05:00,2,126,90,15,5,3.0,0,20,8,8,false,1000.0,1.04905E-4,0.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T12:00-05:00,2,126,90,15,6,3.0,2,20,8,8,false,1000.0,1.31095E-4,0.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,1,3.0,0,24,8,12,false,1000.0,3.201971103,3.0
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,2,3.0,0,24,8,12,false,1000.0,1.892061559,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,3,2.0,0,24,8,12,false,1000.0,3.599309525,2.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,4,3.0,0,24,8,12,true,1000.0,3.644693578,1.2000000000000002
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,5,3.0,0,24,8,12,false,1000.0,2.107486648,12001.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,6,3.0,2,24,8,12,false,1000.0,1.8588948,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,1,3.0,0,28,8,16,false,1000.0,8.702092439,3.0
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,2,3.0,0,28,8,16,false,1000.0,8.495014404,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,3,2.0,0,28,8,16,false,1000.0,9.126660111,2.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,4,3.0,0,28,8,16,true,1000.0,8.864516219,3.0
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,5,3.0,0,28,8,16,false,1000.0,5.619565618,12000.75
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,6,3.0,2,28,8,16,false,1000.0,7.913114203,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,1,3.0,0,32,8,20,false,1000.0,17.529094449,6.333333333333333
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,2,3.0,0,32,8,20,false,1000.0,17.109740454,6.333333333333333
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,3,2.0,0,32,8,20,false,1000.0,16.374470987,4.666666666666666
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,4,3.0,0,32,8,20,true,1000.0,16.768256974,5.999999999999999
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,5,3.0,0,32,8,20,false,1000.0,17.170686746,12003.5
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,6,3.0,2,32,8,20,false,1000.0,29.262015937,5.333333333333333
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,1,3.0,0,36,8,24,false,1000.0,65.627487585,7.0
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,2,3.0,0,36,8,24,false,1000.0,50.784348953,7.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,3,2.0,0,36,8,24,false,1000.0,63.355037237,6.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,4,3.0,0,36,8,24,true,1000.0,93.987804013,6.200000000000005
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,5,3.0,0,36,8,24,false,1000.0,35.918819242,12004.125
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,6,3.0,2,36,8,24,false,1000.0,50.677710371,6.25
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,1,3.0,0,20,8,8,false,1000.0,2.60895E-4,0.0
ORD,126,89,-1,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,2,3.0,0,20,8,8,false,1000.0,8.1459E-5,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,3,2.0,0,20,8,8,false,1000.0,1.38904E-4,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,4,3.0,0,20,8,8,true,1000.0,8.4348E-5,0.0
ORD,126,89,0,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,5,3.0,0,20,8,8,false,1000.0,9.3416E-5,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,6,3.0,2,20,8,8,false,1000.0,1.40805E-4,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,1,3.0,0,24,8,12,false,1000.0,1.648898168,0.0
