APT,VFR,IFR,WMAX,START,END,MAXLENGTH,NUM_SITTING,NUM_AIR,DISC,CASE,AIRCOST,LOOKAHEAD,NUM_TIME_PERIODS,EARLY_CHANGE,LATE_CHANGE,PROB_ALT,DIVERT_FACTOR,SOLVETIME,OBJECTIVE
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,3,2.0,0,24,8,12,false,1000.0,1.602581876,2.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,4,3.0,0,24,8,12,true,1000.0,1.466417799,1.2000000000000002
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,5,3.0,0,24,8,12,false,1000.0,1.63167024,12000.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T13:00-05:00,3,171,90,15,6,3.0,2,24,8,12,false,1000.0,1.59010396,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,1,3.0,0,28,8,16,false,1000.0,5.383225776,3.0
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,2,3.0,0,28,8,16,false,1000.0,5.228871198,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,3,2.0,0,28,8,16,false,1000.0,5.381312059,2.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,4,3.0,0,28,8,16,true,1000.0,5.512603098,3.0
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,5,3.0,0,28,8,16,false,1000.0,6.151853491,12000.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T14:00-05:00,4,195,90,15,6,3.0,2,28,8,16,false,1000.0,5.547932587,3.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,1,3.0,0,32,8,20,false,1000.0,98.997766641,6.333333333333332
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,2,3.0,0,32,8,20,false,1000.0,28.097529519,6.333333333333332
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,3,2.0,0,32,8,20,false,1000.0,14.057648585,4.666666666666666
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,4,3.0,0,32,8,20,true,1000.0,87.542033285,5.999999999999999
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,5,3.0,0,32,8,20,false,1000.0,48.095790744,12004.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T15:00-05:00,5,247,90,15,6,3.0,2,32,8,20,false,1000.0,121.501511531,5.333333333333332
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,1,3.0,0,36,8,24,false,1000.0,188.192214194,7.0
ORD,126,89,-1,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,2,3.0,0,36,8,24,false,1000.0,188.033270481,7.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,3,2.0,0,36,8,24,false,1000.0,198.394967795,6.0
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,4,3.0,0,36,8,24,true,1000.0,245.814571655,6.200000000000005
ORD,126,89,0,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,5,3.0,0,36,8,24,false,1000.0,33.370051158,12005.125
ORD,126,89,37,2017-07-15T07:00-05:00,2017-07-15T16:00-05:00,6,285,90,15,6,3.0,2,36,8,24,false,1000.0,101.639036139,6.25
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,1,3.0,0,20,8,8,false,1000.0,7.39695E-4,0.0
ORD,126,89,-1,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,2,3.0,0,20,8,8,false,1000.0,6.85569E-4,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,3,2.0,0,20,8,8,false,1000.0,7.00377E-4,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,4,3.0,0,20,8,8,true,1000.0,8.52254E-4,0.0
ORD,126,89,0,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,5,3.0,0,20,8,8,false,1000.0,6.58243E-4,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T22:00-05:00,2,75,120,15,6,3.0,2,20,8,8,false,1000.0,6.06786E-4,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,1,3.0,0,24,8,12,false,1000.0,2.582785304,0.0
ORD,126,89,-1,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,2,3.0,0,24,8,12,false,1000.0,2.443666759,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,3,2.0,0,24,8,12,false,1000.0,2.207307773,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,4,3.0,0,24,8,12,true,1000.0,2.121407097,0.0
ORD,126,89,0,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,5,3.0,0,24,8,12,false,1000.0,2.194968875,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-15T23:00-05:00,3,86,120,15,6,3.0,2,24,8,12,false,1000.0,1.902989881,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,103,120,15,1,3.0,0,28,8,16,false,1000.0,6.132379812,0.0
ORD,126,89,-1,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,103,120,15,2,3.0,0,28,8,16,false,1000.0,5.7701448,0.0
ORD,126,89,37,2017-07-15T17:00-05:00,2017-07-16T00:00-05:00,4,103,120,15,3,2.0,0,28,8,16,false,1000.0,5.81123683,0.0
